Epoch,Total loss,Train CE loss,Val CE loss,Test CE loss,NegBin rule loss,NegBin detector loss,L2 weights loss,Time window abundance loss,Time window slope loss
32,11341.2861328125,9.69281005859375,"tensor(15.0058, device='cuda:0')","tensor(15.0058, device='cuda:0')",1.6083486080169678,21.357086181640625,66.75405883789062,-86.35047912597656,-86.71382141113281
33,11341.0927734375,9.605655670166016,"tensor(15.0594, device='cuda:0')","tensor(15.0594, device='cuda:0')",1.6098253726959229,21.284912109375,66.75405883789062,-86.37803649902344,-86.7219467163086
34,11340.8525390625,9.47097396850586,"tensor(14.5661, device='cuda:0')","tensor(14.5661, device='cuda:0')",1.6113471984863281,21.21121597290039,66.75405883789062,-86.40328979492188,-86.73069763183594
35,11340.6240234375,9.346214294433594,"tensor(14.5276, device='cuda:0')","tensor(14.5276, device='cuda:0')",1.6130192279815674,21.136220932006836,66.75405883789062,-86.42662048339844,-86.73775482177734
36,11340.4287109375,9.255810737609863,"tensor(14.1098, device='cuda:0')","tensor(14.1098, device='cuda:0')",1.6147937774658203,21.059600830078125,66.75405883789062,-86.44813537597656,-86.74542236328125
37,11340.2392578125,9.168112754821777,"tensor(13.5282, device='cuda:0')","tensor(13.5282, device='cuda:0')",1.6166040897369385,20.9818115234375,66.75405883789062,-86.46813201904297,-86.75160217285156
38,11340.052734375,9.084449768066406,"tensor(12.9127, device='cuda:0')","tensor(12.9127, device='cuda:0')",1.6184382438659668,20.90225601196289,66.75405883789062,-86.48672485351562,-86.75829315185547
39,11339.8671875,8.999797821044922,"tensor(12.2502, device='cuda:0')","tensor(12.2502, device='cuda:0')",1.6203064918518066,20.821556091308594,66.75405883789062,-86.50413513183594,-86.76374816894531
40,11339.6806640625,8.91676139831543,"tensor(11.6015, device='cuda:0')","tensor(11.6015, device='cuda:0')",1.6222023963928223,20.73900604248047,66.75405883789062,-86.5204086303711,-86.76972961425781
41,11339.494140625,8.831732749938965,"tensor(11.0205, device='cuda:0')","tensor(11.0205, device='cuda:0')",1.6241416931152344,20.655330657958984,66.75405883789062,-86.53570556640625,-86.77457427978516
42,11339.306640625,8.747774124145508,"tensor(10.4778, device='cuda:0')","tensor(10.4778, device='cuda:0')",1.626115322113037,20.56976890563965,66.75405883789062,-86.55009460449219,-86.78002166748047
43,11339.1181640625,8.661755561828613,"tensor(9.6611, device='cuda:0')","tensor(9.6611, device='cuda:0')",1.6281418800354004,20.483047485351562,66.75405883789062,-86.56365966796875,-86.78436279296875
44,11338.9287109375,8.576834678649902,"tensor(9.2127, device='cuda:0')","tensor(9.2127, device='cuda:0')",1.6302063465118408,20.394393920898438,66.75405883789062,-86.57647705078125,-86.78938293457031
45,11338.7373046875,8.488914489746094,"tensor(8.9401, device='cuda:0')","tensor(8.9401, device='cuda:0')",1.6323318481445312,20.304563522338867,66.75405883789062,-86.58860778808594,-86.79329681396484
46,11338.5400390625,8.397139549255371,"tensor(8.6228, device='cuda:0')","tensor(8.6228, device='cuda:0')",1.6344993114471436,20.21282958984375,66.75405883789062,-86.60011291503906,-86.79795837402344
47,11338.3310546875,8.29387092590332,"tensor(8.6951, device='cuda:0')","tensor(8.6951, device='cuda:0')",1.6367344856262207,20.120044708251953,66.75405883789062,-86.61100769042969,-86.80152893066406
48,11338.1298828125,8.199860572814941,"tensor(8.4765, device='cuda:0')","tensor(8.4765, device='cuda:0')",1.6390197277069092,20.025421142578125,66.75405883789062,-86.62136840820312,-86.80592346191406
49,11337.931640625,8.107919692993164,"tensor(9.1270, device='cuda:0')","tensor(9.1270, device='cuda:0')",1.64137601852417,19.929719924926758,66.75405883789062,-86.63123321533203,-86.80915832519531
50,11337.734375,8.01907730102539,"tensor(8.7921, device='cuda:0')","tensor(8.7921, device='cuda:0')",1.6437819004058838,19.831945419311523,66.75405883789062,-86.640625,-86.81329345703125
51,11337.5361328125,7.929924488067627,"tensor(8.8670, device='cuda:0')","tensor(8.8670, device='cuda:0')",1.646261215209961,19.733028411865234,66.75405883789062,-86.64960479736328,-86.81622314453125
52,11337.337890625,7.84229040145874,"tensor(8.5285, device='cuda:0')","tensor(8.5285, device='cuda:0')",1.6487772464752197,19.631988525390625,66.75405883789062,-86.65817260742188,-86.82007598876953
53,11337.1357421875,7.750787258148193,"tensor(8.5644, device='cuda:0')","tensor(8.5644, device='cuda:0')",1.6513545513153076,19.52983283996582,66.75405883789062,-86.66637420654297,-86.82261657714844
54,11336.9287109375,7.657400131225586,"tensor(8.2620, device='cuda:0')","tensor(8.2620, device='cuda:0')",1.6539726257324219,19.425512313842773,66.75405883789062,-86.6742172241211,-86.82598876953125
55,11336.71875,7.558533668518066,"tensor(8.1961, device='cuda:0')","tensor(8.1961, device='cuda:0')",1.6566698551177979,19.320032119750977,66.75405883789062,-86.6817398071289,-86.82745361328125
56,11336.5048828125,7.460777282714844,"tensor(7.8635, device='cuda:0')","tensor(7.8635, device='cuda:0')",1.6594252586364746,19.212343215942383,66.75405883789062,-86.68896484375,-86.83138275146484
57,11336.2841796875,7.353280544281006,"tensor(7.4831, device='cuda:0')","tensor(7.4831, device='cuda:0')",1.6622519493103027,19.103490829467773,66.75405883789062,-86.69587707519531,-86.83222198486328
58,11336.0556640625,7.247422695159912,"tensor(7.3947, device='cuda:0')","tensor(7.3947, device='cuda:0')",1.6651217937469482,18.992446899414062,66.75405883789062,-86.7025375366211,-86.83903503417969
59,11335.826171875,7.132322311401367,"tensor(6.8414, device='cuda:0')","tensor(6.8414, device='cuda:0')",1.6680445671081543,18.880584716796875,66.75405883789062,-86.70893096923828,-86.838623046875
60,11335.6044921875,7.034414291381836,"tensor(7.2901, device='cuda:0')","tensor(7.2901, device='cuda:0')",1.670989990234375,18.766544342041016,66.75405883789062,-86.715087890625,-86.84436798095703
61,11335.3857421875,6.934053421020508,"tensor(6.4120, device='cuda:0')","tensor(6.4120, device='cuda:0')",1.673962116241455,18.651683807373047,66.75405883789062,-86.72102355957031,-86.84468078613281
62,11335.169921875,6.841859817504883,"tensor(6.3966, device='cuda:0')","tensor(6.3966, device='cuda:0')",1.6769545078277588,18.53441619873047,66.75405883789062,-86.72676086425781,-86.849365234375
63,11334.9541015625,6.748533248901367,"tensor(6.1585, device='cuda:0')","tensor(6.1585, device='cuda:0')",1.6799659729003906,18.416120529174805,66.75405883789062,-86.73226928710938,-86.85061645507812
64,11334.73828125,6.659346580505371,"tensor(6.2390, device='cuda:0')","tensor(6.2390, device='cuda:0')",1.6829948425292969,18.29547691345215,66.75405883789062,-86.73760986328125,-86.85415649414062
65,11334.5234375,6.56904935836792,"tensor(6.1191, device='cuda:0')","tensor(6.1191, device='cuda:0')",1.6860320568084717,18.173643112182617,66.75405883789062,-86.74275207519531,-86.85578918457031
66,11334.306640625,6.481740474700928,"tensor(6.1969, device='cuda:0')","tensor(6.1969, device='cuda:0')",1.6890835762023926,18.04955291748047,66.75405883789062,-86.74773406982422,-86.85873413085938
67,11334.0908203125,6.394189834594727,"tensor(6.0484, device='cuda:0')","tensor(6.0484, device='cuda:0')",1.6921348571777344,17.924144744873047,66.75405883789062,-86.7525634765625,-86.86048889160156
68,11333.8720703125,6.308687210083008,"tensor(6.2652, device='cuda:0')","tensor(6.2652, device='cuda:0')",1.6951942443847656,17.796588897705078,66.75405883789062,-86.75730895996094,-86.86309814453125
69,11333.654296875,6.222792148590088,"tensor(5.9284, device='cuda:0')","tensor(5.9284, device='cuda:0')",1.698246955871582,17.667659759521484,66.75405883789062,-86.76255798339844,-86.8648681640625
70,11333.4287109375,6.138254165649414,"tensor(6.0965, device='cuda:0')","tensor(6.0965, device='cuda:0')",1.7013051509857178,17.536659240722656,66.75405883789062,-86.77332305908203,-86.86726379394531
71,11333.1552734375,6.053118705749512,"tensor(5.6017, device='cuda:0')","tensor(5.6017, device='cuda:0')",1.7043514251708984,17.404239654541016,66.75405883789062,-86.82984924316406,-86.86898803710938
72,11332.6025390625,5.968479156494141,"tensor(5.7258, device='cuda:0')","tensor(5.7258, device='cuda:0')",1.7074077129364014,17.269786834716797,66.75405883789062,-87.1655044555664,-86.87120056152344
73,11331.869140625,5.884278297424316,"tensor(5.2827, device='cuda:0')","tensor(5.2827, device='cuda:0')",1.7104597091674805,17.133888244628906,66.75405883789062,-87.67945861816406,-86.87283325195312
74,11331.583984375,5.803233623504639,"tensor(5.3690, device='cuda:0')","tensor(5.3690, device='cuda:0')",1.7135272026062012,16.99597930908203,66.75405883789062,-87.74715423583984,-86.87492370605469
75,11331.3505859375,5.723776817321777,"tensor(4.9937, device='cuda:0')","tensor(4.9937, device='cuda:0')",1.7165751457214355,16.856645584106445,66.75405883789062,-87.76264953613281,-86.87644958496094
76,11331.1240234375,5.646256923675537,"tensor(5.0496, device='cuda:0')","tensor(5.0496, device='cuda:0')",1.7196235656738281,16.715299606323242,66.75405883789062,-87.77188110351562,-86.8784408569336
77,11330.8984375,5.5692830085754395,"tensor(4.7167, device='cuda:0')","tensor(4.7167, device='cuda:0')",1.7226357460021973,16.572566986083984,66.75406646728516,-87.77874755859375,-86.87986755371094
78,11330.6748046875,5.493967056274414,"tensor(4.7512, device='cuda:0')","tensor(4.7512, device='cuda:0')",1.7256474494934082,16.42778205871582,66.75406646728516,-87.78440856933594,-86.88180541992188
79,11330.44921875,5.418996810913086,"tensor(4.4353, device='cuda:0')","tensor(4.4353, device='cuda:0')",1.7286128997802734,16.28164291381836,66.75406646728516,-87.78935241699219,-86.88314819335938
80,11330.224609375,5.34574556350708,"tensor(4.4540, device='cuda:0')","tensor(4.4540, device='cuda:0')",1.7315802574157715,16.133405685424805,66.75406646728516,-87.7938232421875,-86.88504028320312
81,11329.9990234375,5.272767066955566,"tensor(4.1478, device='cuda:0')","tensor(4.1478, device='cuda:0')",1.7344932556152344,15.983851432800293,66.75406646728516,-87.79794311523438,-86.88630676269531
82,11329.7734375,5.20155143737793,"tensor(4.1637, device='cuda:0')","tensor(4.1637, device='cuda:0')",1.7374095916748047,15.832168579101562,66.75406646728516,-87.80179595947266,-86.88815307617188
83,11329.5478515625,5.130644798278809,"tensor(3.8783, device='cuda:0')","tensor(3.8783, device='cuda:0')",1.7402639389038086,15.679186820983887,66.75406646728516,-87.80542755126953,-86.88935852050781
84,11329.3212890625,5.0616254806518555,"tensor(3.9101, device='cuda:0')","tensor(3.9101, device='cuda:0')",1.7431221008300781,15.524063110351562,66.75406646728516,-87.80889129638672,-86.89115905761719
85,11329.095703125,4.9928388595581055,"tensor(3.6613, device='cuda:0')","tensor(3.6613, device='cuda:0')",1.74591064453125,15.367658615112305,66.75406646728516,-87.81219482421875,-86.89231872558594
86,11328.8671875,4.925988674163818,"tensor(3.7192, device='cuda:0')","tensor(3.7192, device='cuda:0')",1.748703956604004,15.2091064453125,66.75406646728516,-87.81536865234375,-86.89414978027344
87,11328.6337890625,4.859500885009766,"tensor(3.5128, device='cuda:0')","tensor(3.5128, device='cuda:0')",1.751420497894287,15.049278259277344,66.75406646728516,-87.81842041015625,-86.90032958984375
88,11328.1904296875,4.79574728012085,"tensor(3.5920, device='cuda:0')","tensor(3.5920, device='cuda:0')",1.7541427612304688,14.887313842773438,66.75406646728516,-87.82136535644531,-87.11835479736328
89,11327.3046875,4.732654571533203,"tensor(3.4226, device='cuda:0')","tensor(3.4226, device='cuda:0')",1.756777286529541,14.724074363708496,66.75406646728516,-87.82421112060547,-87.777587890625
90,11326.9853515625,4.6709136962890625,"tensor(3.5103, device='cuda:0')","tensor(3.5103, device='cuda:0')",1.7594084739685059,14.558721542358398,66.75406646728516,-87.82696533203125,-87.86907958984375
91,11326.7470703125,4.6091108322143555,"tensor(3.3659, device='cuda:0')","tensor(3.3659, device='cuda:0')",1.7619519233703613,14.39207649230957,66.75406646728516,-87.82964324951172,-87.87982940673828
92,11326.5107421875,4.549211502075195,"tensor(3.4483, device='cuda:0')","tensor(3.4483, device='cuda:0')",1.7644987106323242,14.223333358764648,66.75406646728516,-87.83223724365234,-87.88615417480469
93,11326.2783203125,4.489774227142334,"tensor(3.3017, device='cuda:0')","tensor(3.3017, device='cuda:0')",1.7669615745544434,14.0532808303833,66.75406646728516,-87.83475494384766,-87.89009094238281
94,11326.044921875,4.432180404663086,"tensor(3.3535, device='cuda:0')","tensor(3.3535, device='cuda:0')",1.769425392150879,13.8811616897583,66.75406646728516,-87.83720397949219,-87.89353942871094
95,11325.8115234375,4.375112533569336,"tensor(3.1887, device='cuda:0')","tensor(3.1887, device='cuda:0')",1.771805763244629,13.707709312438965,66.75406646728516,-87.83959197998047,-87.8959732055664
96,11325.578125,4.319808006286621,"tensor(3.2463, device='cuda:0')","tensor(3.2463, device='cuda:0')",1.7741856575012207,13.53221321105957,66.75406646728516,-87.8419189453125,-87.89845275878906
97,11325.3447265625,4.265013217926025,"tensor(3.1309, device='cuda:0')","tensor(3.1309, device='cuda:0')",1.7764849662780762,13.355367660522461,66.75406646728516,-87.84418487548828,-87.90028381347656
98,11325.111328125,4.211833477020264,"tensor(3.2178, device='cuda:0')","tensor(3.2178, device='cuda:0')",1.7787823677062988,13.176495552062988,66.75406646728516,-87.84640502929688,-87.90231323242188
99,11324.876953125,4.1592936515808105,"tensor(3.1223, device='cuda:0')","tensor(3.1223, device='cuda:0')",1.781001091003418,12.99625015258789,66.75406646728516,-87.84855651855469,-87.90382385253906
100,11324.6416015625,4.108457565307617,"tensor(3.2125, device='cuda:0')","tensor(3.2125, device='cuda:0')",1.783217430114746,12.813983917236328,66.75406646728516,-87.85066223144531,-87.90556335449219
101,11324.408203125,4.058156967163086,"tensor(3.1228, device='cuda:0')","tensor(3.1228, device='cuda:0')",1.7853608131408691,12.630365371704102,66.75406646728516,-87.85272216796875,-87.90689849853516
102,11324.171875,4.009407043457031,"tensor(3.2091, device='cuda:0')","tensor(3.2091, device='cuda:0')",1.7875027656555176,12.444743156433105,66.75406646728516,-87.854736328125,-87.908447265625
103,11323.9345703125,3.961036205291748,"tensor(3.1257, device='cuda:0')","tensor(3.1257, device='cuda:0')",1.7895798683166504,12.257789611816406,66.75406646728516,-87.85670471191406,-87.90966033935547
104,11323.6982421875,3.9144644737243652,"tensor(3.2065, device='cuda:0')","tensor(3.2065, device='cuda:0')",1.7916545867919922,12.068848609924316,66.75406646728516,-87.858642578125,-87.91107940673828
105,11323.4609375,3.868509292602539,"tensor(3.1299, device='cuda:0')","tensor(3.1299, device='cuda:0')",1.7936639785766602,11.878561019897461,66.75406646728516,-87.86051940917969,-87.91218566894531
106,11323.22265625,3.82395076751709,"tensor(3.2048, device='cuda:0')","tensor(3.2048, device='cuda:0')",1.795670509338379,11.686332702636719,66.75406646728516,-87.86236572265625,-87.91349792480469
107,11322.984375,3.779996395111084,"tensor(2.9994, device='cuda:0')","tensor(2.9994, device='cuda:0')",1.7976155281066895,11.492764472961426,66.75406646728516,-87.86417388916016,-87.91453552246094
108,11322.74609375,3.737544536590576,"tensor(2.9780, device='cuda:0')","tensor(2.9780, device='cuda:0')",1.7995591163635254,11.29727554321289,66.75406646728516,-87.8659439086914,-87.91575622558594
109,11322.5068359375,3.695885181427002,"tensor(2.9119, device='cuda:0')","tensor(2.9119, device='cuda:0')",1.801445484161377,11.100469589233398,66.75406646728516,-87.86768341064453,-87.91671752929688
110,11322.265625,3.6556973457336426,"tensor(2.9894, device='cuda:0')","tensor(2.9894, device='cuda:0')",1.803330421447754,10.901765823364258,66.75406646728516,-87.869384765625,-87.9178695678711
111,11322.0263671875,3.6161117553710938,"tensor(2.9318, device='cuda:0')","tensor(2.9318, device='cuda:0')",1.80515718460083,10.701781272888184,66.75406646728516,-87.87104797363281,-87.91877746582031
112,11321.78515625,3.5778417587280273,"tensor(3.0181, device='cuda:0')","tensor(3.0181, device='cuda:0')",1.8069820404052734,10.499921798706055,66.75406646728516,-87.87269592285156,-87.91987609863281
113,11321.54296875,3.5400962829589844,"tensor(2.9698, device='cuda:0')","tensor(2.9698, device='cuda:0')",1.808751106262207,10.296815872192383,66.75406646728516,-87.87429809570312,-87.92073822021484
114,11321.30078125,3.5036251544952393,"tensor(3.0736, device='cuda:0')","tensor(3.0736, device='cuda:0')",1.8105196952819824,10.091850280761719,66.75406646728516,-87.87588500976562,-87.9217758178711
115,11321.05859375,3.4676246643066406,"tensor(3.0405, device='cuda:0')","tensor(3.0405, device='cuda:0')",1.8122339248657227,9.885677337646484,66.75406646728516,-87.87742614746094,-87.92259216308594
116,11320.814453125,3.432823657989502,"tensor(3.1738, device='cuda:0')","tensor(3.1738, device='cuda:0')",1.8139495849609375,9.677661895751953,66.75406646728516,-87.87895202636719,-87.923583984375
117,11320.5703125,3.3983612060546875,"tensor(3.1646, device='cuda:0')","tensor(3.1646, device='cuda:0')",1.8156132698059082,9.468477249145508,66.75406646728516,-87.88043212890625,-87.92436218261719
118,11320.3251953125,3.3647513389587402,"tensor(3.3399, device='cuda:0')","tensor(3.3399, device='cuda:0')",1.81727933883667,9.257465362548828,66.75406646728516,-87.88190460205078,-87.92530822753906
119,11320.078125,3.3309743404388428,"tensor(3.3607, device='cuda:0')","tensor(3.3607, device='cuda:0')",1.818894863128662,9.045319557189941,66.75406646728516,-87.88333892822266,-87.92604064941406
120,11319.8369140625,3.3040404319763184,"tensor(3.5799, device='cuda:0')","tensor(3.5799, device='cuda:0')",1.8205127716064453,8.831355094909668,66.75406646728516,-87.88475799560547,-87.92695617675781
121,11319.5869140625,3.269139528274536,"tensor(3.6220, device='cuda:0')","tensor(3.6220, device='cuda:0')",1.8220810890197754,8.6162748336792,66.75406646728516,-87.88614654541016,-87.92765808105469
122,11319.3369140625,3.2376418113708496,"tensor(3.8685, device='cuda:0')","tensor(3.8685, device='cuda:0')",1.8236589431762695,8.399436950683594,66.75406646728516,-87.88751220703125,-87.92855834960938
123,11319.0888671875,3.2070584297180176,"tensor(3.9094, device='cuda:0')","tensor(3.9094, device='cuda:0')",1.825185775756836,8.181565284729004,66.75406646728516,-87.88884735107422,-87.92920684814453
124,11318.83984375,3.1784415245056152,"tensor(4.1472, device='cuda:0')","tensor(4.1472, device='cuda:0')",1.8267207145690918,7.961900234222412,66.75406646728516,-87.89017486572266,-87.93008422851562
125,11318.5908203125,3.150102138519287,"tensor(4.1666, device='cuda:0')","tensor(4.1666, device='cuda:0')",1.8282089233398438,7.741258144378662,66.75406646728516,-87.89146423339844,-87.93072509765625
126,11318.33984375,3.122878074645996,"tensor(4.3730, device='cuda:0')","tensor(4.3730, device='cuda:0')",1.8297052383422852,7.518845558166504,66.75406646728516,-87.89274597167969,-87.93157958984375
127,11318.0888671875,3.0958824157714844,"tensor(4.3666, device='cuda:0')","tensor(4.3666, device='cuda:0')",1.8311567306518555,7.295490264892578,66.75406646728516,-87.89400482177734,-87.93219757080078
128,11317.837890625,3.0699658393859863,"tensor(4.5373, device='cuda:0')","tensor(4.5373, device='cuda:0')",1.8326163291931152,7.0703935623168945,66.75406646728516,-87.89523315429688,-87.93303680419922
129,11317.5849609375,3.0442519187927246,"tensor(4.5122, device='cuda:0')","tensor(4.5122, device='cuda:0')",1.834033489227295,6.844385147094727,66.75406646728516,-87.89644622802734,-87.93363952636719
130,11317.33203125,3.0195727348327637,"tensor(4.6538, device='cuda:0')","tensor(4.6538, device='cuda:0')",1.835456371307373,6.616671562194824,66.75406646728516,-87.89764404296875,-87.93446350097656
131,11317.0791015625,2.995090961456299,"tensor(4.6183, device='cuda:0')","tensor(4.6183, device='cuda:0')",1.8368406295776367,6.3880720138549805,66.75406646728516,-87.89881896972656,-87.93504333496094
132,11316.82421875,2.9715824127197266,"tensor(4.7389, device='cuda:0')","tensor(4.7389, device='cuda:0')",1.8382296562194824,6.157806873321533,66.75406646728516,-87.89997863769531,-87.93585205078125
133,11316.5703125,2.9482791423797607,"tensor(4.6988, device='cuda:0')","tensor(4.6988, device='cuda:0')",1.8395814895629883,5.926676273345947,66.75406646728516,-87.90110778808594,-87.93641662597656
134,11316.314453125,2.9258689880371094,"tensor(4.8048, device='cuda:0')","tensor(4.8048, device='cuda:0')",1.8409347534179688,5.693923473358154,66.75406646728516,-87.90223693847656,-87.93720245361328
135,11316.0576171875,2.9036734104156494,"tensor(4.7634, device='cuda:0')","tensor(4.7634, device='cuda:0')",1.8422560691833496,5.460326671600342,66.75406646728516,-87.90333557128906,-87.93777465820312
136,11315.80078125,2.8822999000549316,"tensor(4.8593, device='cuda:0')","tensor(4.8593, device='cuda:0')",1.8435759544372559,5.2251482009887695,66.75406646728516,-87.9044189453125,-87.93855285644531
137,11315.5439453125,2.8611326217651367,"tensor(4.8188, device='cuda:0')","tensor(4.8188, device='cuda:0')",1.844865322113037,4.989150047302246,66.75406646728516,-87.90548706054688,-87.93909454345703
138,11315.28515625,2.840742588043213,"tensor(4.9081, device='cuda:0')","tensor(4.9081, device='cuda:0')",1.8461518287658691,4.75161075592041,66.75406646728516,-87.90653228759766,-87.93984985351562
139,11315.025390625,2.8205277919769287,"tensor(4.8704, device='cuda:0')","tensor(4.8704, device='cuda:0')",1.847409725189209,4.513275623321533,66.75406646728516,-87.90756225585938,-87.94037628173828
140,11314.765625,2.801055431365967,"tensor(4.9559, device='cuda:0')","tensor(4.9559, device='cuda:0')",1.8486614227294922,4.273438930511475,66.75406646728516,-87.90858459472656,-87.94112396240234
