Subject,Label,day_0,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15
0.0,0.0,-1.0,0.06845647841691971,0.0394505113363266,0.05011444538831711,0.05970635265111923,0.08049826323986053,0.05593447387218475,0.02232464589178562,-1.0,0.0033330852165818214,0.010475259274244308,0.07550651580095291,0.03516189754009247,0.021510371938347816,0.036380134522914886,-1.0
1.0,0.0,-1.0,0.035279780626297,-1.0,0.04714210331439972,0.06604954600334167,0.02254883572459221,0.036950040608644485,0.011855833232402802,0.008650515228509903,0.006932754535228014,-1.0,0.017027391120791435,-1.0,0.018398147076368332,0.01208316907286644,0.041413672268390656
2.0,0.0,-1.0,0.05425790697336197,0.04802657291293144,-1.0,-1.0,0.021457720547914505,0.03759845718741417,-1.0,-1.0,-1.0,0.013558951206505299,0.009848302230238914,0.022093217819929123,0.058914460241794586,0.0498286671936512,0.06691861152648926
3.0,0.0,-1.0,0.1323038786649704,0.0715123862028122,0.17210176587104797,0.05154216289520264,0.08042417466640472,0.05242393910884857,0.04519059509038925,-1.0,0.013244195841252804,0.023082591593265533,0.03224071115255356,0.03824327513575554,0.053879424929618835,0.08389345556497574,0.11846967786550522
4.0,0.0,-1.0,0.03710435330867767,-1.0,-1.0,0.03541891276836395,-1.0,-1.0,-1.0,0.005456740036606789,-1.0,0.015591314062476158,0.022531215101480484,0.034760624170303345,0.035219497978687286,0.04077697917819023,-1.0
5.0,0.0,-1.0,0.05486268550157547,0.04333297908306122,0.04420194774866104,0.07082332670688629,0.06958377361297607,0.05471254140138626,-1.0,0.011140650138258934,0.02088293246924877,0.053427524864673615,0.06578898429870605,0.03845851123332977,0.0534193255007267,-1.0,0.06377750635147095
6.0,0.0,-1.0,0.03216998279094696,0.03321222960948944,0.0590365044772625,-1.0,0.033680643886327744,0.022032838314771652,0.0066597964614629745,0.0030517687555402517,0.006702771410346031,0.010396386496722698,0.032699793577194214,0.051278211176395416,-1.0,0.05563407391309738,-1.0
7.0,0.0,-1.0,0.047908030450344086,-1.0,0.11177024245262146,0.07622172683477402,0.06175146996974945,0.02526525966823101,0.041730817407369614,0.05558941140770912,0.04568210244178772,0.023494072258472443,0.014982142485678196,0.0330384224653244,0.046485092490911484,0.03703758120536804,-1.0
8.0,0.0,-1.0,0.04242587089538574,0.0592748299241066,0.08302745968103409,0.09190843999385834,0.06636306643486023,0.015258249826729298,0.006156874354928732,0.008468727581202984,0.0227951742708683,0.00929891224950552,0.02848123386502266,0.0924360379576683,0.05430290102958679,0.1104370504617691,0.15651580691337585
9.0,0.0,-1.0,0.04167898744344711,-1.0,0.07838578522205353,-1.0,0.053393274545669556,0.04095093905925751,0.029832495376467705,0.020876571536064148,-1.0,0.00586871150881052,-1.0,0.02366279438138008,-1.0,0.03238630294799805,0.05907028913497925
10.0,1.0,-1.0,0.05066712573170662,0.08981715142726898,-1.0,-1.0,-1.0,0.10310865938663483,0.05269497632980347,0.06751720607280731,0.06073838472366333,0.05648164451122284,0.04457050561904907,0.03418570011854172,0.03704369068145752,-1.0,-1.0
11.0,1.0,-1.0,-1.0,-1.0,0.025966964662075043,0.03626476228237152,0.03288223594427109,0.03813234716653824,0.04991275817155838,0.04524524509906769,0.06890973448753357,0.06473845988512039,0.0519942045211792,-1.0,0.02080465480685234,-1.0,0.03226035088300705
12.0,1.0,-1.0,-1.0,-1.0,0.06411989778280258,0.06933441013097763,-1.0,0.07923483848571777,0.09298854321241379,0.08234860002994537,0.06728313863277435,0.07760479301214218,0.06107025966048241,0.06553833931684494,0.04344089329242706,0.06657961010932922,0.05208013206720352
13.0,1.0,-1.0,0.04143812879920006,0.05762201547622681,0.04484138265252113,0.049980953335762024,-1.0,-1.0,0.06102147698402405,0.07048768550157547,0.07337557524442673,0.0662333071231842,-1.0,-1.0,0.07204559445381165,0.055507536977529526,-1.0
14.0,1.0,-1.0,0.033649664372205734,-1.0,0.06749095022678375,-1.0,0.05186392366886139,-1.0,0.0790715366601944,0.04170968383550644,0.056311897933483124,0.08746166527271271,0.07031221687793732,-1.0,0.029082566499710083,0.029879407957196236,0.0656445249915123
15.0,1.0,-1.0,0.032251931726932526,0.046806804835796356,0.051453784108161926,0.03320375084877014,0.029410138726234436,0.02046746388077736,-1.0,0.09089860320091248,0.04017915949225426,-1.0,0.03824032098054886,0.03601076453924179,0.026182180270552635,-1.0,-1.0
16.0,1.0,-1.0,0.03218524158000946,0.02861369214951992,0.038064610213041306,0.01322440430521965,0.03137897327542305,0.03661370277404785,0.0327642560005188,0.055177830159664154,0.035648539662361145,0.052064210176467896,0.08377388119697571,0.03325355052947998,0.011228293180465698,0.027717307209968567,0.021008871495723724
17.0,1.0,-1.0,0.02102484740316868,0.017410971224308014,0.0316794216632843,0.005528278648853302,0.016778867691755295,-1.0,-1.0,0.008227287791669369,0.01730610430240631,0.017023056745529175,0.07380010932683945,0.025610843673348427,-1.0,-1.0,0.004804578609764576
18.0,1.0,-1.0,0.050944145768880844,0.03441701829433441,-1.0,0.05167892575263977,0.04818589985370636,0.0804811418056488,0.048033930361270905,0.05428631231188774,0.0771389752626419,0.08807514607906342,-1.0,0.11305998265743256,0.07789649814367294,0.04175940528512001,0.029802802950143814
19.0,1.0,0.024221185594797134,-1.0,0.0629529058933258,-1.0,0.06095552071928978,-1.0,-1.0,0.04938223212957382,0.19989892840385437,0.0938597321510315,0.1127537190914154,0.07785312831401825,-1.0,-1.0,0.047096967697143555,-1.0
